Time	stat-140325-141141-1.txt	stat-140325-141803-2.txt	stat-140325-142325-3.txt	stat-140325-142843-4.txt	stat-140325-143543-5.txt	stat-140325-144118-6.txt	stat-140325-144646-7.txt	stat-140325-145638-8.txt	stat-140325-150236-9.txt	stat-140325-150735-10.txt	stat-140325-151320-11.txt	stat-140325-151904-12.txt	stat-140325-152845-13.txt	stat-140325-153619-14.txt	stat-140325-155215-15.txt	stat-140325-160153-16.txt	stat-140325-160905-17.txt	stat-140325-161439-18.txt	stat-140326-194006-19.txt	stat-140326-195448-20.txt	stat-140326-201658-21.txt	stat-140326-202232-22.txt	stat-140326-203101-23.txt	stat-140326-203643-24.txt	stat-140326-204304-25.txt	stat-140326-205109-26.txt	stat-140326-210819-27.txt	stat-140326-211411-28.txt	stat-140326-212003-29.txt	stat-140326-212551-30.txt	stat-140326-213212-31.txt
195	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
196	0	2	0	0	0	0	0	0	2	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
198	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
199	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	
200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	
202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	
203	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	
204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	
205	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	
206	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
208	0	0	16	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
209	0	0	6	0	0	0	0	0	2	0	0	16	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	
210	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
211	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	
212	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
213	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	-	0	0	0	0	0	
216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	-	0	0	0	0	0	
217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	
218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	
219	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	-	2	0	0	0	0	
220	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	2	
221	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	
222	0	0	0	0	0	0	0	2	-	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	
223	0	0	0	0	0	0	0	0	-	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	
224	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	
225	0	0	0	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	
226	0	0	0	0	0	0	0	0	-	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	0	
227	0	2	0	0	0	0	0	0	-	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	1	
228	0	0	0	0	0	0	2	0	-	0	0	0	2	0	-	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	1	
229	0	0	2	0	0	0	0	0	-	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	1	
230	0	0	0	0	0	0	0	0	-	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	-	
231	0	0	0	0	0	0	0	0	-	0	0	0	0	0	-	0	0	0	0	0	2	0	0	0	0	-	0	0	0	0	-	
232	0	0	0	0	0	0	0	0	-	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	-	0	0	2	2	-	
233	0	0	0	0	0	0	0	0	-	0	0	0	0	0	-	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	-	
234	0	0	1	2	0	0	0	0	-	0	0	1	0	0	-	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	-	
235	0	0	1	0	0	0	0	0	-	0	0	1	0	0	-	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	-	
236	0	0	1	0	0	0	0	0	-	0	0	1	0	0	-	0	0	0	0	0	0	0	0	0	0	-	0	2	0	0	-	
237	0	0	-	0	2	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	-	
238	2	0	-	0	0	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	-	
239	0	0	-	0	0	0	0	0	-	0	0	-	0	0	-	0	2	0	0	0	0	0	0	2	0	-	0	0	0	0	-	
240	0	0	-	0	0	0	0	0	-	0	0	-	0	2	-	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	-	
241	0	0	-	0	0	0	0	0	-	0	0	-	0	0	-	2	0	0	2	0	0	0	0	0	0	-	0	0	0	0	-	
242	0	0	-	0	0	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	-	
243	0	0	-	0	0	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	-	
244	0	0	-	0	0	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	-	
245	0	0	-	0	0	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	-	
246	0	0	-	0	0	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	-	
247	0	0	-	0	0	0	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	-	
248	0	0	-	0	0	2	0	0	-	0	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	-	
249	0	0	-	0	0	0	0	0	-	4	0	-	0	0	-	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	-	
250	0	0	-	0	0	0	0	2	-	0	2	-	0	0	-	0	0	0	0	0	0	0	0	0	0	-	0	0	0	0	-	
251	0	0	-	0	0	0	0	0	-	0	0	-	0	0	-	0	0	0	0	2	0	4	0	0	0	-	0	0	0	0	-	
252	0	2	-	0	0	0	0	0	-	0	0	-	0	0	-	0	0	0	2	0	0	0	0	0	0	-	0	0	0	0	-	
253	0	0	-	2	2	0	2	0	-	0	0	-	0	0	-	0	0	4	0	0	0	0	0	0	0	-	0	0	0	0	-	
254	0	1	-	0	0	0	0	2	-	0	2	-	0	0	-	0	0	0	0	0	1	0	0	0	0	-	0	2	0	0	-	
255	0	1	-	0	0	1	0	0	-	0	0	-	2	2	-	2	0	0	0	0	1	0	2	0	0	-	2	0	0	0	-	
256	0	1	-	0	0	1	0	0	-	0	0	-	0	0	-	0	0	0	0	0	1	0	0	0	0	-	0	0	0	0	-	
257	0	2	-	0	0	1	0	0	-	0	0	-	0	0	-	0	0	0	2	0	0	0	0	0	0	-	0	0	0	0	-	
258	0	-	-	2	2	0	2	0	-	0	0	-	0	0	-	0	0	0	0	1	0	0	0	0	0	-	0	0	0	0	-	
259	0	-	-	0	0	0	0	0	-	1	0	-	0	0	-	0	0	2	0	1	2	0	0	0	0	-	0	2	0	0	-	
260	1	-	-	0	0	2	0	0	-	1	0	-	0	2	-	2	0	0	0	1	-	0	0	0	0	-	0	0	0	0	-	
261	1	-	-	0	0	-	0	1	-	1	1	-	0	0	-	0	3	0	0	0	-	0	0	0	0	-	0	0	0	0	-	
262	1	-	-	0	0	-	0	1	-	0	1	-	1	0	-	0	1	0	0	0	-	1	1	1	1	-	1	0	1	1	-	
263	0	-	-	0	1	-	0	1	-	0	1	-	1	0	-	0	1	0	1	2	-	1	1	1	1	-	1	0	1	1	-	
264	0	-	-	1	1	-	1	0	-	0	0	-	1	0	-	0	0	1	1	-	-	1	1	1	1	-	1	0	1	1	-	
265	2	-	-	1	1	-	1	0	-	2	0	-	0	0	-	1	0	1	1	-	-	0	0	0	0	-	0	1	0	0	-	
266	-	-	-	1	0	-	1	2	-	-	2	-	0	1	-	1	0	1	-	-	-	0	0	0	0	-	0	1	0	0	-	
267	-	-	-	-	0	-	0	-	-	-	-	-	2	1	-	1	2	-	-	-	-	0	2	2	2	-	2	1	2	2	-	
268	-	-	-	-	0	-	0	-	-	-	-	-	-	1	-	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	
269	-	-	-	-	2	-	0	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
270	-	-	-	-	-	-	2	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
